time,v_boost,v_output,i_boost,i_output,duty_cycle,pwm_signal,power_in,power_out
0.0,49.99290780141844,0.0,0.4,0.08332151300236407,0.9,1.0,4.800000000000001,0.0
3.3333333333333335e-05,49.922041121273956,1.4083679819099908,4.363516056979107,0.6584061555609453,0.9,0.0,52.362192683749285,0.039670007449384405
6.666666666666667e-05,49.89053037889936,3.810299425602076,6.61467118060987,1.1171749948445109,0.9,1.0,79.37605416731844,0.2903676342548702
0.0001,49.888652841296185,7.517849366029958,8.81701982480234,1.2740815739189735,0.9,1.0,105.80423789762808,1.1303611818063408
0.00013333333333333334,49.817933946172374,12.081498069300494,12.641299683002167,1.697070068360096,0.9,0.0,151.695596196026,2.9192519119702314
0.00016666666666666666,49.93347820025337,16.7360332480155,13.109854992670032,1.8757619663431295,0.9,1.0,157.3182599120404,5.601896177573605
0.0002,49.97698783774288,21.73341454399741,15.203331286309206,1.8061503994522794,0.9,1.0,182.43997543571047,9.446826154824763
0.00023333333333333333,49.906143724698886,26.746413522254123,18.921967371459985,1.9883722034565114,0.9,0.0,227.06360845751982,14.307412726068366
0.0002666666666666667,49.97730414408892,31.17216199598661,20.93281779467811,2.00738146761924,0.9,1.0,251.19381353613733,19.434073670080636
0.0003,50.235298828676505,35.50123585757676,21.226008324244763,1.7016803049838791,0.9,0.0,254.71209989093717,25.206754948305875
0.0003333333333333333,50.1640885508468,39.018090073222915,24.84501595720081,1.7519757331298476,0.9,0.0,298.1401914864097,30.448227059242733
0.00036666666666666667,50.27664551402358,41.59773167625125,26.74937708917677,1.5828641939918153,0.9,1.0,320.99252507012125,34.60742561218793
0.0004,50.41510706935627,43.64168779872046,28.6058185059978,1.205964381751424,0.9,1.0,343.2698220719736,38.09193827841973
0.0004333333333333333,50.34364190711115,44.84796885385186,32.10274769090361,1.1404427719358292,0.9,0.0,385.23297229084335,40.22680620632133
0.00046666666666666666,50.507117111301234,44.94769887973836,33.88112683500102,0.8954822075392663,0.9,1.0,406.5735220200122,40.40591269167266
0.0005,50.695154195008925,44.48930257780476,35.61193239038105,0.48378281204628615,0.9,1.0,427.3431886845726,39.5859608771893
0.0005333333333333334,50.62329205625351,43.307268801796,38.99296489382703,0.42663181694918095,0.9,0.0,467.9155787259243,37.510390621420264
0.0005666666666666667,50.834952341900596,41.253565558925274,40.64813962908404,0.22776209380318205,0.9,1.0,487.7776755490085,34.03713342649091
0.0006,51.36722220101676,38.98246841480696,40.553535852133464,-0.19057979818405324,0.9,0.0,486.6424302256016,30.392656874228443
0.0006333333333333333,51.294407382561126,36.13912049007734,43.85282326097227,-0.1333343452477308,0.9,0.0,526.2338791316672,26.120720595926553
0.0006666666666666666,51.539382194332184,32.928762323546636,45.405466834438144,-0.195866851318253,0.9,1.0,544.8656020132578,21.68606776321249
0.0007,51.806594038404484,30.044928502544032,46.91132168824406,-0.37997029250510955,0.9,1.0,562.9358602589286,18.053954574459656
0.0007333333333333333,51.73315639513561,27.425772474158418,50.10543720122202,-0.08235383449340787,0.9,0.0,601.2652464146643,15.04345991608611
0.0007666666666666667,52.02159515158577,25.156549217373584,51.54017549063487,-0.0014187511451467585,0.9,1.0,618.4821058876184,12.65703937052279
0.0008,52.33104918293025,23.76351883446316,52.92851986516551,0.02352399822029127,0.9,1.0,635.1422383819861,11.294096547917707
0.0008333333333333333,52.256868106310286,23.010834750863012,56.02309755847631,0.4196101054762159,0.9,0.0,672.2771707017157,10.589970318630497
